frame,x_coordinate,y_coordinate,z_coordinate
1615,[-16.8029162],[12.20972801],[-89.48690861]
1616,[2.19012006],[0.46637111],[-8.40960553]
1616,[-16.71201088],[11.92168322],[-88.9380519]
1617,[2.17073044],[0.52740603],[-8.34106532]
1617,[-16.71776582],[11.88117511],[-89.06542463]
1618,[1.9836505],[-0.00229712],[-8.54910919]
1618,[-16.75696654],[11.85955658],[-89.31970993]
1619,[1.27863453],[-0.43483889],[-8.61686493]
1619,[-16.69474074],[11.75376176],[-89.07033131]
1620,[1.47549502],[-0.38503153],[-8.54698435]
1620,[-16.8102702],[11.6809155],[-89.51117853]
1621,[1.75662621],[-0.22560747],[-8.50407304]
1621,[-16.79157947],[11.55389935],[-89.32885322]
1622,[1.62996502],[-0.31108269],[-8.55050444]
1622,[-16.8602857],[11.60822943],[-90.12011359]
1623,[2.04058512],[0.0839766],[-8.48170756]
1623,[-17.09916737],[11.8586732],[-91.87001148]
1624,[0.93963993],[-0.44270681],[-8.60502147]
1624,[-17.02528867],[11.86777395],[-92.12202019]
1625,[13.75426824],[10.05237135],[-100.69125919]
1625,[-17.03351556],[12.0643245],[-92.32465808]
1626,[44.81919799],[30.26726612],[-322.23820376]
1626,[-17.31275202],[12.46639727],[-94.56295343]
1627,[42.35562527],[29.19316678],[-304.32018025]
1627,[-17.31850098],[12.29999927],[-93.82184356]
1628,[2.16722336],[0.50894394],[-8.31643664]
1628,[-18.23380446],[12.93318353],[-95.21190571]
1629,[39.00836146],[26.38847751],[-271.33063198]
1629,[-19.40302626],[13.92518415],[-99.70654762]
1630,[43.87430693],[31.06069704],[-306.77132594]
1630,[-19.39109998],[14.02717578],[-99.76300914]
1631,[12.34370199],[9.93974073],[-89.27772854]
1631,[-19.30595715],[14.14247544],[-99.73867613]
1632,[10.54194197],[8.78825164],[-77.37739351]
1632,[-19.24555409],[14.08281789],[-99.25663919]
1633,[27.92626319],[22.04909305],[-199.50666743]
1633,[-19.27982367],[14.06549526],[-99.28432681]
1634,[0.9230346],[-0.32581265],[-8.6071868]
1634,[-18.81685757],[13.52421166],[-98.18155937]
1635,[0.70122764],[-0.28905859],[-8.59768076]
1635,[-19.13419623],[13.75005078],[-98.91716471]
1636,[38.94683333],[29.95595173],[-281.79080334]
1636,[-18.97333677],[13.67831807],[-98.38642131]
1637,[12.91511367],[10.58530259],[-96.32080742]
1637,[-18.99566829],[13.88166566],[-99.19386999]
1638,[13.35023769],[10.94139345],[-100.57894013]
1638,[-18.93152475],[14.02647765],[-99.58414845]
1639,[-14.60968748],[-12.04851029],[110.22488861]
1639,[-19.25906487],[14.60086529],[-101.22065898]
1640,[-14.56264607],[-12.34115206],[110.13528158]
1640,[-18.95081688],[14.85269969],[-100.52925044]
1641,[23.4636528],[17.73648496],[-168.7687289]
1641,[-18.69828679],[14.97531382],[-99.40765488]
1642,[20.48747308],[16.16656687],[-146.2187045]
1642,[-18.28141273],[14.93135449],[-97.27881904]
1643,[1.49584338],[-0.11514104],[-8.52392742]
1643,[-17.92614019],[14.9804361],[-94.42065026]
1644,[1.92964962],[0.21407254],[-8.43984747]
1644,[-17.36801368],[14.73409419],[-90.1618666]
1645,[2.0564385],[0.40548506],[-8.4074546]
1645,[-17.77375568],[15.38744025],[-91.01402396]
1646,[-4.06551959],[-3.02499777],[7.016247]
1646,[-4.06551959],[-3.02499777],[7.016247]
1647,[2.30628359],[1.18333946],[-8.31813257]
1647,[-20.63262599],[19.30252075],[-105.86563792]
1648,[2.338519],[1.14057183],[-8.30689071]
1648,[-20.38509628],[19.96162879],[-102.80509088]
1649,[1.92235789],[0.32087787],[-8.45270423]
1649,[-23.31161648],[21.4999425],[-113.57837144]
1650,[1.75615281],[0.24149922],[-8.39892103]
1650,[-56.19944634],[52.32821211],[-289.70819274]
1651,[1.67597375],[0.22542447],[-8.42839019]
1651,[-18.50195634],[18.62429532],[-94.42998491]
1652,[2.20249035],[0.61936365],[-7.98357584]
1652,[-18.28775821],[18.48141931],[-92.66607923]
1653,[2.41077115],[0.93497989],[-8.35516214]
1653,[-19.11189501],[19.55526664],[-96.25395845]
1655,[2.26115488],[0.69435247],[-8.30118157]
1655,[-18.90114583],[19.45624311],[-95.09015852]
1656,[2.07477082],[0.51180843],[-8.19970748]
1656,[-51.69240761],[57.4714537],[-275.19454384]
1657,[2.16864808],[0.62664607],[-8.33722405]
1657,[-72.29956105],[78.72416841],[-385.70710651]
1658,[2.17649268],[0.67974497],[-8.07774906]
1658,[-18.4392325],[19.03407593],[-92.00643903]
1659,[2.15728389],[0.67616058],[-7.97553652]
1659,[-41.19724874],[46.11848122],[-215.16569075]
1660,[2.30437878],[0.88815162],[-8.32749727]
1660,[-103.2450417],[112.0972067],[-542.78858316]
1661,[2.33531959],[0.94524258],[-8.44313396]
1661,[-30.54551099],[33.58077522],[-156.04032053]
1662,[2.34980715],[0.99158457],[-8.4352219]
1662,[-54.68661258],[63.70230036],[-295.61265182]
1663,[1.90162869],[0.52427689],[-8.14080403]
1663,[-19.51570399],[21.95648527],[-101.21073296]
1664,[2.21262388],[0.92553613],[-8.23869306]
1664,[-19.35275093],[22.24336905],[-102.17190813]
1665,[2.27343019],[1.20892391],[-8.28451164]
1665,[-19.07507243],[22.5461528],[-103.09282529]
1666,[2.25159472],[1.62600294],[-8.26592128]
1666,[-0.53870815],[0.83926281],[-8.56207631]
1667,[2.08404426],[1.06250863],[-8.33792762]
1667,[-18.7659317],[24.25694333],[-108.24539022]
1668,[2.13777598],[1.70030429],[-8.07942794]
1668,[-0.16739583],[1.30145394],[-8.5044522]
1669,[2.10642168],[1.91360203],[-8.17418553]
1669,[-17.34666354],[24.7068791],[-109.53995352]
1670,[1.85384695],[0.79003522],[-8.32991556]
1670,[-0.0779062],[1.27517665],[-8.52150382]
1671,[1.81851313],[0.72841798],[-8.26060424]
1671,[-16.88784583],[25.14142594],[-113.75066301]
1672,[1.93560902],[0.8191932],[-8.38855175]
1672,[-16.92773307],[24.86140397],[-115.77375014]
1673,[1.87368916],[0.74912788],[-8.38330823]
1673,[-17.4304035],[25.5049781],[-122.86942106]
1674,[1.89416572],[0.77824111],[-8.40832839]
1674,[1.9890428],[-0.83940997],[8.37535077]
1675,[1.94777398],[0.86199259],[-8.36503447]
1675,[2.02514839],[-0.94960569],[8.35536028]
1676,[1.96252831],[0.91810258],[-8.36546154]
1676,[1.87673616],[-0.76198192],[8.40830062]
1677,[1.87701687],[0.85041701],[-8.44370134]
1677,[1.9090663],[-0.86420818],[8.3867891]
1678,[1.85139289],[0.92052557],[-8.46569159]
1678,[2.03614891],[-1.54740319],[8.24754137]
1679,[1.25596538],[0.5590755],[-8.51003751]
1679,[-15.26328023],[25.95394532],[-131.96048938]
1680,[1.82229808],[2.06165938],[-8.19858347]
1680,[0.73462313],[-0.49364932],[0.49370425]
1681,[1.22828658],[0.63436484],[-8.4971153]
1681,[-1.70282405],[0.71794786],[-8.46410243]
1682,[1.24597719],[0.69755714],[-8.56597419]
1682,[0.91819049],[-0.54680519],[0.55225607]
1683,[1.44234195],[0.88521311],[-8.48516339]
1683,[0.8024098],[-0.5094349],[0.51422636]
1684,[-5.34856391],[-19.22455119],[86.26425148]
1684,[0.76571369],[-0.47437169],[0.49891891]
1685,[-5.27057282],[-20.16229719],[91.87500478]
1685,[0.8031771],[-0.72197951],[0.5535931]
1686,[-5.12553788],[-21.06543489],[97.43382296]
1686,[0.75957372],[-0.70014332],[0.53740033]
1687,[-4.92438678],[-21.51651774],[101.0730165]
1687,[0.70665585],[-0.57320223],[0.50202171]
1688,[-4.61754598],[-21.73664248],[103.70543017]
1688,[0.88280708],[-0.65757158],[0.56139956]
1689,[-7.10539291],[-27.29022323],[140.0308744]
1689,[0.71273397],[-0.5979897],[0.50925298]
1690,[-7.04740445],[-27.18627496],[141.08846371]
1690,[0.81260143],[-0.80035849],[0.5662389]
1691,[-7.03922607],[-27.19119843],[141.42685439]
1691,[-0.51125758],[0.96020149],[-0.5568989]
1692,[-7.07283625],[-27.25318057],[141.64795735]
1692,[-13.95771735],[26.58781751],[-144.61471941]
1693,[-7.03350315],[-26.62428045],[138.06642331]
1693,[-13.94504374],[26.56402967],[-144.5064654]
1694,[-7.1480587],[-26.56764027],[135.90630159]
1694,[-13.93975992],[26.58150317],[-143.82997068]
1695,[-7.22976657],[-26.36562755],[133.13221422]
1695,[-13.99710107],[27.09105368],[-144.42537413]
1696,[-4.85844974],[-21.87210389],[102.33527356]
1696,[-13.93231195],[27.68167398],[-145.30931651]
1697,[-4.91120625],[-21.66941248],[99.99019007]
1697,[-17.21482254],[31.337894],[-169.45687053]
1698,[-4.06551959],[-3.02499777],[7.016247]
1698,[-4.06551959],[-3.02499777],[7.016247]
1699,[-7.20090313],[-24.93643453],[122.11304116]
1699,[-12.99531777],[26.88630952],[-137.54837868]
1700,[-4.85774305],[-21.15028455],[96.20033986]
1700,[-12.37185277],[27.32585298],[-137.32181556]
1701,[-4.83543029],[-21.0424459],[95.92721836]
1701,[-11.93670375],[27.23270659],[-136.19412777]
1702,[-4.89392443],[-21.18543622],[97.04569336]
1702,[-11.46594949],[26.92242677],[-134.2497134]
1703,[-6.95796111],[-23.64652349],[116.77060416]
1703,[-10.62160963],[26.29586874],[-130.94228822]
1704,[-4.89027907],[-20.55857297],[95.21927908]
1704,[-10.46654101],[27.33066193],[-136.3098323]
1705,[-4.96362669],[-20.60167346],[95.66568304]
1705,[-10.26708843],[28.01451858],[-140.57964204]
1706,[-5.05387426],[-20.66661891],[96.19313674]
1706,[-10.05525348],[28.72062233],[-144.89183205]
1707,[-5.09920316],[-20.6584842],[96.21110653]
1707,[-9.86203473],[29.47221574],[-148.79344321]
1708,[-5.13949512],[-20.69475599],[96.50330735]
1708,[-9.66175913],[30.30901919],[-153.02959012]
1709,[-5.1351391],[-20.73925906],[96.63884711]
1709,[-9.48476189],[30.7800306],[-155.12203366]
1710,[-5.14550251],[-20.81439036],[96.57522981]
1710,[-9.41413653],[30.90604436],[-155.81673968]
1711,[-5.06304422],[-20.87279802],[96.38768705]
1711,[-9.44485614],[31.07817306],[-156.31256103]
1712,[-4.99842648],[-21.00633296],[96.49916961]
1712,[-9.5452189],[31.315195],[-156.87522955]
1713,[-4.94587449],[-21.18267695],[96.80385464]
1713,[-9.61453644],[31.35724613],[-156.42131511]
1714,[-4.87977151],[-21.4499331],[97.85431099]
1714,[-9.78214861],[30.98516876],[-153.87896538]
1715,[-7.05838298],[-24.99976686],[121.38115939]
1715,[-9.93759912],[30.622112],[-152.48962036]
1716,[-6.85843185],[-24.80438142],[119.89447299]
1716,[-10.02561075],[30.43329134],[-153.16392541]
1717,[-6.76790735],[-24.64869118],[118.96614337]
1717,[-10.09003532],[30.1405516],[-153.26419216]
1718,[-6.62814582],[-24.09226414],[116.50751438]
1718,[-10.14693326],[30.03297694],[-154.17518446]
1719,[-6.60596785],[-23.63323548],[115.10530962]
1719,[-10.06954284],[28.99864368],[-150.30700858]
1720,[-6.60397686],[-23.3117437],[114.22927852]
1720,[-10.16050489],[28.88731574],[-150.53837206]
1721,[-6.6442853],[-23.32008753],[114.65782884]
1721,[-10.13649521],[29.06872213],[-152.31316081]
1722,[-6.62191429],[-23.25593844],[114.55582185]
1722,[-10.14197843],[29.08424466],[-152.53140764]
1723,[-6.64354784],[-23.24733521],[114.70790999]
1723,[-10.13771983],[29.00656932],[-152.124594]
1724,[-6.68447839],[-23.37882946],[115.3912094]
1724,[-10.14883421],[28.83427588],[-150.8750021]
1725,[-6.73012605],[-23.51889069],[116.10843197]
1725,[-10.12923709],[28.51285685],[-148.830816]
1726,[-6.73124837],[-23.52434132],[116.13279378]
1726,[-10.15392232],[28.61726779],[-149.13413095]
1727,[-6.78595172],[-23.72155587],[117.36784096]
1727,[-10.09746668],[29.15182831],[-150.84279255]
1728,[-6.79231667],[-23.75343843],[117.54924925]
1728,[-10.08418836],[29.04066978],[-149.43732414]
1729,[-6.87450744],[-23.97530312],[118.60439679]
1729,[-10.12583232],[28.65340336],[-146.64378755]
1730,[-6.97670685],[-23.97319953],[118.4824757]
1730,[-9.92127469],[28.23197628],[-144.13352917]
1731,[-7.05087332],[-23.8709689],[118.43609985]
1731,[-10.07138345],[28.4766962],[-145.14451781]
1732,[-7.09282811],[-23.82901298],[118.5876301]
1732,[-10.06167499],[28.21491712],[-143.65239673]
1733,[-7.10377182],[-23.69972346],[118.33225614]
1733,[-10.07013774],[28.14732937],[-143.27616465]
1734,[-7.08806615],[-23.51007146],[117.4874626]
1734,[-10.0508354],[28.09436029],[-142.99495803]
1735,[-7.08494554],[-23.31471507],[116.58803799]
1735,[-10.02295142],[27.88930193],[-141.68353811]
1736,[-7.08494554],[-23.31471507],[116.58803799]
1736,[-10.06376677],[27.96947401],[-142.15418799]
1737,[-7.08956531],[-23.38476756],[116.91758987]
1737,[-10.02038458],[28.03549964],[-142.46271707]
1738,[-7.08946394],[-23.5108489],[117.50625873]
1738,[-11.00037243],[31.31614148],[-159.90207217]
1739,[-7.05360371],[-23.49509218],[117.36865514]
1739,[-11.04258613],[30.51584322],[-156.44853946]
1740,[-7.00263763],[-23.26224283],[116.34347221]
1740,[-10.06214593],[27.73316805],[-142.48091609]
1741,[-6.95331668],[-23.16874297],[115.95573189]
1741,[-10.03335774],[27.87300425],[-144.51778924]
1742,[-6.80570905],[-22.70677037],[113.81787206]
1742,[-10.02210147],[27.64819481],[-145.11260371]
1743,[-6.73758563],[-22.46066171],[112.71181268]
1743,[-10.0954276],[28.00393058],[-147.7863003]
1744,[-6.78303146],[-22.51826804],[113.17848035]
1744,[-10.04670336],[27.9346534],[-148.01718133]
1745,[-6.78036621],[-22.26027153],[111.97020768]
1745,[-10.04667677],[27.93363516],[-148.01275514]
